Airport,Latitude,Longitude
MMI,35.45,-84.6
MMJ,36.166758,137.922669
MMK,68.781672,32.750822
MML,44.43,-95.82
MMM,-22.8025,148.704722
MMN,42.43,-71.5
MMO,15.155928,-23.213703
MMP,9.258719,-74.437967
MMQ,-8.867,31.33
MMR,30.19,-97.67
MMS,33.42,-91.08
MMT,33.94,-81.12
MMU,40.79935,-74.414875
MMV,45.194444,-123.135944
MMW,-16.75,39.22
MMX,55.530193,13.371639
MMY,24.782833,125.295111
MMZ,35.930789,64.760917
MNA,-1.383,122.6
MNB,-5.933,12.35
MNC,-14.488233,40.71225
MND,4.517,-73.28
MNE,-28.02,138.7
MNF,-17.65,177.1
MNG,-12.056111,134.234167
MNH,7.75,83
MNI,16.7,-62.2
MNJ,-21.201772,48.358317
MNK,0.03333,173
MNL,14.508647,121.019581
MNM,45.28,-87.63
MNN,40.62,-83.07
MNO,-7.283,27.4
MNP,-9.5,147.1
MNQ,-24.885833,151.100278
MNR,-15.254542,23.162306
MNS,-11.1,28.85
MNT,64.9,-149.2
MNU,16.43,97.67
MNV,-14.12,133.8
MNW,-22.5,135.2
MNX,-5.817,-61.28
MNY,-7.35,155.5
MNZ,38.72,-77.52
MOA,20.654114,-74.922114
MOB,30.691231,-88.242814
MOC,-16.706925,-43.8189
MOD,37.625817,-120.954422
MOE,23.092525,96.645272
MOF,-8.633,122.3
MOG,20.516758,99.256825
MOH,27.483853,95.016922
MOI,-19.82,-157.7
MOJ,5.617,-54.4
MOK,8.067,-6.2
MOL,62.744722,7.2625
MOM,17.75,-12.5
MON,-43.764999,170.133333
MOO,-28.099444,140.196944
MOP,43.62,-84.73
MOQ,-20.28475,44.317614
MOR,-34.676317,-58.642756
MOS,64.7,-162.1
MOT,48.259378,-101.280333
MOU,62.08,-163.7
MOV,-22.057778,148.0775
MOW,55.75,37.7
MOX,41.37,-88.43
MOY,4.917,-72.85
MOZ,-17.489972,-149.761869
MPA,-17.634428,24.176658
MPB,25.77,-80.17
MPC,-2.55,101.1
MPD,25.53,69.02
MPE,41.28,-72.6
MPF,-6.533,147.7
MPG,-6.533,147.7
MPH,8.417,125.1
MPI,9.183,-77.98
MPK,34.758906,126.379872
MPL,43.576194,3.963014
MPM,-25.920836,32.572606
MPN,-51.822777,-58.447222
MPO,41.13,-75.37
MPP,8.933,-77.77
MPQ,30.17,35.8
MPR,38.35,-97.68
MPS,33.15,-94.97
MPT,-8.167,125
MPU,-2.917,151.4
MPV,44.2,-72.57
MPW,47.1,37.55
MPX,-4.9,141.6
MPY,3.717,-54.07
MPZ,40.97,-91.55
MQA,-19.83,120.8
MQB,40.45,-90.62
MQC,47.13,-56.38
MQD,-41.25,-68.73
MQE,-22.82,137.4
MQF,53.393131,58.755661
MQG,-22.08,17.37
MQH,-13.549103,-48.195347
MQI,42.25,-71
MQJ,39.62,27.92
MQK,-16.33,-58.39
MQL,-34.229167,142.085556
MQM,40.62,37.22
MQN,66.32,14
MQO,-8.704,142.7
MQP,-25.39,31.1
MQQ,8.624406,16.071419
MQR,2.667,-78.33
MQS,12.887947,-61.180161
MQT,46.53,-87.57
MQU,5.212556,-74.883647
MQV,35.9,0.9833
MQW,34.78,-84.97
MQX,13.467367,39.533464
MQY,36.008981,-86.520078
MQZ,-18.62,126.9
MRA,32.33,15.07
MRB,39.401932,-77.984581
MRC,35.62,-87.03
MRD,8.582294,-71.161186
MRE,-1.183,35.1
MRF,30.23,-103.9
MRG,-17.069167,145.419167
MRH,-9.5,147.1
MRI,61.213544,-149.844447
MRJ,14.13,-88.03
MRK,25.93,-81.72
MRL,-20.07,145.6
MRM,-9.2,147.6
MRN,35.75,-81.72
MRO,-40.973333,175.633611
MRP,-27.03,133.1
MRQ,13.360967,121.825583
MRR,-4.383,-79.93
MRS,43.435555,5.213611
MRT,-14.82,133.7
MRU,-20.430235,57.6836
MRV,44.225072,43.081889
MRW,54.699344,11.440117
MRX,30.556192,49.151879
MRY,36.587,-121.842944
MRZ,-29.498889,149.844722
MSA,53.83,-92
MSB,18.07,-63.1
MSC,33.45,-111.7
MSD,39.52,-111.5
MSE,51.342222,1.346111
MSF,-22.67,134.9
MSG,-29.73,28.75
MSH,20.675434,58.890467
MSI,-5.5,114.4
MSJ,40.703222,141.368364
MSK,25.08,-77.35
MSL,34.745319,-87.610233
MSM,-4.833,17.85
MSN,43.139858,-89.337514
MSO,46.916306,-114.090556
MSP,44.881956,-93.221767
MSQ,53.882469,28.030731
MSR,38.747769,41.661236
MSS,44.935833,-74.845547
MST,50.911658,5.770144
MSU,-29.462256,27.552503
MSV,41.62,-74.7
MSW,15.6,39.43
MSX,-2.95,12.73
MSY,29.993389,-90.258028
MSZ,-15.261222,12.146756
MTA,-37.73,175.8
MTB,8.083,-75.33
MTC,42.608333,-82.8355
MTD,-16.98,130.6
MTE,-2.017,-54.07
MTF,6.967,35.53
MTG,-15.02,-60.02
MTH,24.72,-81.05
MTI,15,-24.43
MTJ,38.5,-107.9
MTK,3.117,172.8
MTL,-32.703333,151.488333
MTM,55.13,-131.6
MTN,39.325665,-76.413767
MTO,39.48,-88.28
MTP,41.08,-71.92
MTQ,-26.483333,147.936667
MTR,8.823744,-75.825831
MTS,-26.529022,31.307519
MTT,18.103419,-94.580681
MTU,-13.12,39
MTV,-13.82,167.7
MTW,44.12,-87.67
MTX,64.8,-147.8
MTY,25.778489,-100.106878
MTZ,31.33,35.38
MUA,-8.327969,157.263092
MUB,-19.972564,23.431086
MUC,48.353783,11.786086
MUD,-11.672922,39.563142
MUE,20.001328,-155.668108
MUF,-7.383,140.3
MUG,26.88,-112
MUH,31.325356,27.221689
MUI,40.434811,-76.569411
MUJ,6,36
MUK,-20.15,-157.4
MUL,31.14,-83.7
MUM,0.3333,34.48
MUN,9.749067,-63.1534
MUO,43.043603,-115.872431
MUP,-25.85,131.6
MUQ,-20.63,120
MUR,4.1775,114.321944
MUS,26.53,142.2
MUT,41.35,-91.13
MUU,40.38,-77.88
MUV,39.73,-75.55
MUW,35.207725,0.147142
MUX,30.203222,71.419111
MUY,-3.983,13.92
MUZ,-1.5,33.8
MVA,65.62,-16.97
MVB,-1.656156,13.438036
MVC,31.65,-91.73
MVD,-34.838417,-56.030806
MVE,44.95,-95.72
MVF,-5.201919,-37.364347
MVG,0.08333,11.08
MVH,-30.72,152.9
MVI,-6,155.3
MVJ,18.02,-77.5
MVK,-28.35,138.7
MVL,44.58,-72.62
MVM,36.73,-110.3
MVN,38.32,-88.87
MVO,12.2,18.78
MVP,1.253664,-70.233878
MVQ,53.95,30.13
MVR,10.451392,14.257361
MVS,-18.08,-39.57
MVT,-14.868055,-148.717225
MVU,-14.17,143.7
MVV,45.87,6.617
MVW,48.42,-122.3
MVX,2.15,12.13
MVY,41.38,-70.62
MVZ,-20.055333,30.859111
MWA,37.75,-89.02
MWB,-29.2,116
MWC,43.11,-88.03
MWD,32.563089,71.570681
MWE,18.67,31.8
MWF,-15,168.1
MWG,-6.967,145.9
MWH,47.08,-119.3
MWI,-9.5,147.1
MWJ,6.55,-59.9
MWK,3.283,106.3
MWL,32.78,-98.07
MWM,43.92,-95.1
MWN,-3.55,33.6
MWO,39.52,-84.42
MWP,28,85.33
MWQ,20.17,94.93
MWR,-30.42,-25.2
MWS,33.17,-105.8
MWT,-29.92,139.7
MWU,-1.5,149.7
MWV,12.45,107.2
MWW,50.73,3.233
MWX,-16.58,-44.45
MWY,-17.37,141.9
MWZ,-2.444486,32.932667
MXA,40.98,-109.7
MXB,-2.533,120.3
MXC,37.87,-109.4
MXD,-23.5,139.7
MXE,34.73,-79.35
MXF,32.382944,-86.365778
MXG,42.33,-71.55
MXH,-6.3,144.2
MXI,6.949367,126.27295
MXJ,9.652172,6.462256
MXK,-6.217,147.6
MXL,32.630634,-115.241637
MXM,-21.753867,43.375533
MXN,48.603222,-3.815783
MXO,41.65,-74.68
MXP,45.630606,8.728111
MXQ,-15.67,141.8
MXR,49.97,33.6
MXS,-13.73,-172.3
MXT,-18.05,44.03
MXU,-28.55,115.5
MXV,49.63,100.2
MXW,45.75,106.2
MXX,60.957908,14.511383
MXY,61.42,-142.9
MXZ,24.35,116.1
MYA,-35.897778,150.144444
MYB,-3.45,10.68
MYC,10.249978,-67.649419
MYD,-3.25,40.08
MYE,34.073611,139.560278
MYF,32.81,-117.1
MYG,22.379528,-73.0135
MYH,36.82,-111.7
MYI,-9.933,144
MYJ,33.827222,132.699722
MYK,61.37,-142.7
MYL,45.88,-116.1
MYM,4.6,-59.63
MYN,15.48,45.33
MYO,-18.2,124.2
MYP,37.619444,61.896667
MYQ,12.3,76.65
MYR,33.67975,-78.928333
MYS,3.467,39.1
MYT,25.383636,97.351919
MYU,60.38,-166.2
MYV,39.097772,-121.569825
MYW,-10.339058,40.181781
MYX,-7.2,146
MYY,4.322014,113.986806
MYZ,-14.1,34.53
MZA,29.48,77.7
MZB,-11.361789,40.354875
MZC,0.7833,11.57
MZD,31.328169,35.388608
MZE,17.25,-89.6
MZF,-31.1,30.17
MZG,23.568669,119.628311
MZH,40.829375,35.521992
MZI,14.512803,-4.079561
MZJ,32.83,-109.7
MZK,1.983,173.7
MZL,5.029597,-75.464708
MZM,49.071667,6.131667
MZN,-5.867,144.7
MZO,20.288172,-77.0893
MZP,-41.12,173
MZQ,-27.17,32
MZR,36.706914,67.209678
MZS,3.8,103.3
MZT,23.161356,-106.266072
MZU,26.33,85.5
MZV,4.05,114.9
MZW,26.224153,120.00275
MZX,6.35,39.72
MZY,-34.18,22.13
MZZ,40.48,-85.68
NAA,-30.319167,149.827222
NAB,31.54,-84.19
NAC,-36.97,140.6
NAD,2.567,-67.58
NAE,10.32,1.367
NAF,2.75,117.1
NAG,21.092192,79.047183
NAH,-1.183,123.8
NAI,3.75,-59
NAJ,39.19,45.46
NAK,14.934514,102.078639
NAL,43.512856,43.636583
NAM,-3.3,127.1
NAN,-17.755392,177.443378
NAO,30.8,106.1
NAP,40.886033,14.290781
NAQ,76.5,-69
NAR,6.2,-74.62
NAS,25.038958,-77.466231
NAT,-5.911417,-35.247717
NAU,-14.17,-141.6
NAV,38.77,34.54
NAW,6.519922,101.7434
NAX,21.32,-158
NAY,39.88,116.3
NAZ,-10.39,162.1
NBA,-6.25,145.2
NBB,3.333,-70.33
NBC,32.477411,-80.723161
NBG,29.825333,-90.035
NBH,-30.65,153
NBL,9.467,-79
NBO,-1.319242,36.927775
NBP,40.73,-73.97
NBR,-26.63,153
NBU,42.09,-87.85
NBV,-13.53,-48.23
NBW,19.906458,-75.207056
NBX,-3.368183,135.496406
NCA,21.917475,-71.939561
NCE,43.658411,7.215872
NCG,30.52,-108
NCH,-10.37,38.8
NCI,8.45,-76.78
NCL,55.0375,-1.691667
NCN,60,-148
NCO,41.6,-71.42
NCP,10,121
NCQ,33.89,-84.46
NCR,8.483,-79.95
NCS,-27.770586,29.976894
NCT,10.2,-85.47
NCU,42.48,59.63
NCY,45.929233,6.098764
NDA,-4.533,129.9
NDB,20.933067,-17.029956
NDC,19.18,77.32
NDD,-11.17,13.87
NDE,3.933,41.87
NDF,-9.333,14.83
NDG,47.52,112.1
NDI,-9.45,148.2
NDJ,12.133689,15.034019
NDK,5.633,168.1
NDL,8.4,20.65
NDM,9.817,35.08
NDN,-9.133,147.7
NDO,37.38,-6.583
NDP,30.47,-87.34
NDR,35.2,-2.917
NDS,-28,119.3
NDU,-17.956461,19.719439
NDV,39.17,-76.67
NDY,59.47,-2.65
NDZ,53.767667,8.6585
NEA,31.26,-81.47
NEC,-38.483056,-58.817222
NEF,56.1,54.35
NEG,18.3,-78.33
NEJ,9.5,35.53
NEK,9.033,36.58
NEL,40.033333,-74.353333
NEN,30.33,-81.88
NER,56.65,124.6
NES,40.73,-73.97
NEU,20.42,104.1
NEV,17.205678,-62.589869
NEW,30.042417,-90.02825
NFB,44.98,-93.22
NFG,61.13,73.05
NFL,39.416584,-118.70098
NFO,26.274275,127.756494
NFR,29.22,21.58
NGA,-34.255556,148.248056
NGB,29.826683,121.461906
NGC,36.18,-112.1
NGD,18.73,-64.32
NGE,7.357011,13.559242
NGI,-18.03,179.3
NGL,-30,30
NGM,13.49,144.7
NGN,9.067,-78.02
NGO,34.86,136.8
NGP,27.69,-97.29
NGR,-5.667,141.1
NGS,32.916944,129.913611
NGU,36.937644,-76.289289
NGV,-17.043464,15.683822
NGW,27.77,-97.5
NGX,27.5,90.5
NGZ,37.8,-122.3
NHA,12.227467,109.192322
NHD,25.07,55.73
NHF,15.35,35.73
NHK,38.285981,-76.411781
NHS,29.55,66
NHT,51.553,-0.418167
NHV,-8.795603,-140.228789
NHX,30.42,-87.68
NHZ,43.892223,-69.938614
NIA,7.5,-8.583
NIB,63.02,-154.4
NIC,35.17,33.37
NIE,55.07,-132.2
NIF,-21.67,121.6
NIG,-1.383,176.4
NIK,13.07,-12.72
NIM,13.481547,2.183614
NIN,60.05,-151.7
NIO,-2.75,17.7
NIP,30.235834,-81.680556
NIR,28.42,-97.78
NIS,-2.667,152
NIT,46.311303,-0.401503
NIU,-16.12,-146.4
NIX,15.23,-9.583
NJA,35.454611,139.450167
NJC,60.949272,76.483617
NJK,32.829222,-115.671667
NKA,0.7,9.983
NKB,-18.5,124.8
NKC,18.097856,-15.947956
NKD,-3.833,137.9
NKG,31.742042,118.862025
NKI,55.85,-133.2
NKL,-1.983,16.47
NKM,35.25,136.9
NKN,-5.833,146.5
NKO,-18.78,47.47
NKS,4.95,9.933
NKU,-29.93,28.43
NKV,55.85,-133.2
NKX,32.867694,-117.14175
NKY,-2.933,14.27
NLA,-12.998139,28.664944
NLC,36.33,-120
NLD,27.443918,-99.57046
NLE,41.85,-86.22
NLF,-9.567,143.8
NLG,56.02,-161.2
NLK,-29.041625,167.938742
NLL,-21.75,120.2
NLN,40.72,-123.9
NLO,-4.326689,15.327342
NLP,-25.48,30.98
NLS,-18.03,128.9
NLT,43.43,83.38
NLU,19.43,-99.08
NLV,47.0579,31.919825
NMA,40.98,71.6
NMB,20.434364,72.843206
NMC,24.594258,-76.820214
NME,60.48,-164
NMG,8.45,-78.92
NMN,-6.317,145.1
NMP,-20.17,144
NMR,-27.63,141.1
NMS,20.890492,97.735922
NMT,23.08,97.4
NMU,8,168.2
NNA,34.298864,-6.595878
NNB,-10.83,162.5
NND,-11.08,39.6
NNG,22.608267,108.172442
NNI,-18.82,16.92
NNK,58.75,-156.5
NNL,60,-154.8
NNM,67.62,53.15
NNR,53.25,-9.3
NNT,18.807914,100.783419
NNU,-17.78,-40.68
NNX,4.15,117.7
NNY,33,112.5
NOA,-34.948889,150.536944
NOB,9.976494,-85.652964
NOC,53.910297,-8.818492
NOD,53.6,7.2
NOE,53.62,7.15
NOG,31.226083,-110.975831
NOH,41.99,-88.1
NOI,44.75,37.75
NOJ,63.5,75
NOK,-14.42,-52.92
NOL,67.9,-160.7
NOM,-6.65,142.1
NON,-0.6667,174.4
NOO,-9.083,147
NOR,65.15,-13.7
NOS,-13.312067,48.314822
NOT,38.1,-122.6
NOU,-22.014553,166.212972
NOV,-12.808878,15.760547
NOZ,53.75,87.1
NPA,30.352656,-87.318647
NPE,-39.465833,176.87
NPG,-6.133,143.4
NPH,39.73,-111.9
NPL,-39.008611,174.179167
NPO,-0.3667,111.8
NPP,-22.63,132.8
NPR,-7.126,-55.4
NPT,41.6,-71.42
NPU,5.083,-75.53
NQA,35.356667,-89.870278
NQI,27.507223,-97.809723
NQL,-14.45,-48.45
NQN,-38.949,-68.155711
NQT,52.97,1.167
NQU,5.7,-77.28
NQX,24.575834,-81.688889
NQY,50.440558,-4.995408
NRA,-34.702222,146.512222
NRB,27.5,-81.43
NRC,37.4,-121.1
NRD,53.706822,7.230247
NRE,-6.133,106.7
NRG,-32.93,117.2
NRI,36.57,-94.85
NRK,58.586253,16.250622
NRL,59.37,-2.433
NRM,15.25,-7.283
NRN,53.61,6.146
NRQ,42.52,1.517
NRR,18.47,-66.17
NRS,32.57,-117.1
NRT,35.764722,140.386389
NRV,13.48,144.7
NRY,-16.08,129.3
NSA,-26.25,153.2
NSB,25.77,-79.25
NSE,30.72,-87.02
NSF,38.8,-76.92
NSH,36.663333,51.464722
NSI,3.722556,11.553269
NSK,69.311053,87.332183
NSL,43.99,-95.78
NSM,-32.2,121.8
NSN,-41.298333,173.221111
NSO,-32.037222,150.832222
NSP,14.495364,120.904075
NST,8.471147,99.955625
NSV,-26.4,153.1
NSX,18.5,-64.37
NSY,37.401664,14.922358
NTA,-18.08,177.3
NTB,59.565683,9.212222
NTC,-17.78,35
NTD,34.120285,-119.12094
NTE,47.153189,-1.610725
NTG,32,120.8
NTI,-2.1,133.5
NTJ,39.27,-111.6
NTL,-32.795,151.834444
NTM,-9.183,-48.5
NTN,-17.683611,141.070278
NTO,17.05,-25.17
NTQ,37.29,137
NTR,25.865572,-100.237239
NTT,-15.5,-174
NTU,36.820703,-76.033542
NTX,3.908714,108.387897
NTY,-25.333822,27.173358
NUA,6.972,80.78
NUB,-14.271667,135.716667
NUD,12.7,28.42
NUE,49.4987,11.066897
NUF,6.876,80.58
NUG,-3.333,154.8
NUH,5.65,-72.2
NUI,70.22,-150.9
NUJ,35.2,48.67
NUK,-19.08,-139
NUL,64.73,-158.1
NUN,30.47,-87.34
NUP,60.88,-162.5
NUQ,37.416142,-122.049139
NUR,-31.43,130.9
NUS,-16.07,167.4
NUT,-5.633,151.4
NUU,-0.3,36.15
NUW,48.25,-122.7
NUX,66.08,76.52
NVA,2.95015,-75.294
NVD,37.85,-94.3
NVG,11.67,-84.45
NVI,40.12,65.16
NVK,68.42,17.42
NVN,39.82,-120.4
NVP,-5.133,-60.37
NVR,58.52,31.3
NVS,47.002625,3.113333
NVT,-26.879999,-48.65139
NVY,11.6,79.43
NWA,-12.298108,43.7664
NWH,43.33,-72.17
NWI,52.675833,1.282778
NWP,-34,-64
NWS,40.68,-74.17
NWT,-8.5,143.2
NWU,32.37,-64.69
NXX,40.199833,-75.148167
NYA,62.1,65.6
NYC,40.78,-73.97
NYE,-0.2,36.95
NYG,38.5,-77.31
NYI,7.361828,-2.328756
NYK,-0.05,37.05
NYM,65.48,72.72
NYN,-31.551111,147.202778
NYO,58.788636,16.912189
NYU,21.178756,94.930169
NZA,-8.383,21.43
NZC,30.42,-81.63
NZE,7.817,-8.7
NZH,49.58,117.4
NZO,0.1333,34.08
NZW,42.17,-70.95
NZY,32.699219,-117.21531
OAG,-33.381667,149.133056
OAI,34.95,69.27
OAJ,34.72,-77.42
OAK,37.721278,-122.220722
OAL,-11.43,-61.95
OAM,-44.97,171.081667
OAN,15.52,-86.63
OAR,36.91,-121.8
OAX,16.999906,-96.726639
OBA,-21.23,139
OBC,11.92,43.25
OBD,-3.9,136.2
OBE,27.25,-80.83
OBF,48.081364,11.283067
OBI,2.223472,-55.946056
OBK,42.13,-87.83
OBL,51.27,4.75
OBM,-7.75,147.6
OBN,56.58,-5.5
OBO,42.733333,143.217222
OBS,44.544236,4.372192
OBT,39.42,-79.4
OBU,66.93,-156.9
OBX,-7.583,141.3
OBY,70.48,-22.02
OCA,25.37,-80.27
OCC,-0.462886,-76.986842
OCE,38.32,-75.12
OCF,29.17,-82.22
OCH,31.6,-94.65
OCI,60.1,-148.2
OCJ,18.404247,-76.969017
OCN,33.22,-117.4
OCV,8.315061,-73.358331
OCW,35.55,-77.05
ODA,8,22.42
ODB,37.842006,-4.848878
ODC,37.76,-120.8
ODD,-27.55,135.4
ODE,55.476664,10.330933
ODH,51.234139,-0.942825
ODJ,8.917,22.58
ODL,-26.83,140.8
ODM,39.4,-79.4
ODN,4.033,115.1
ODR,-17.35,128.9
ODS,46.426767,30.676464
ODW,48.28,-122.6
ODY,20.58,104.2
OEA,38.67,-87.52
OEC,-9.25,124.4
OEL,52.98,36.1
OEM,5.483,-54.05
OEO,45.32,-92.7
OER,63.408339,18.990039
OES,-40.73,-64.93
OFI,9.6,-4.033
OFJ,66.1,-18.63
OFK,41.98,-97.43
OFU,-14.18,-169.7
OGA,41.13,-101.7
OGB,33.45,-80.85
OGD,41.195917,-112.012167
OGE,-6.433,147.3
OGG,20.89865,-156.430458
OGL,6.8,-58.1
OGN,24.466944,122.977778
OGO,6.733,-3.483
OGR,10.28,15.38
OGS,44.68,-75.47
OGV,-19.32,15.9
OGX,31.917223,5.412778
OGZ,43.205114,44.606642
OHA,-41.5,174.8
OHC,69.02,-163.9
OHD,41.179956,20.742325
OHH,53.52,142.9
OHI,-17.78,15.7
OHO,59.42,143.1
OHP,56.58,-5.5
OHR,54.67,8.667
OHT,33.57,71.45
OIA,-6.776,-51.06
OIC,53.27,-2.533
OIL,42.43,-79.73
OIM,34.782033,139.360306
OIR,42.071667,139.432911
OIT,33.479444,131.737222
OJC,38.85,-94.73
OKA,26.195814,127.645869
OKB,-25,153.3
OKC,35.393089,-97.600733
OKD,43.116139,141.38022
OKE,27.43,128.6
OKF,-19.17,15.93
OKG,-1.467,15.07
OKH,52.67,-0.7167
OKI,36.181125,133.324844
OKJ,34.756944,133.855278
OKK,40.53,-86.07
OKL,-3.683,137.5
OKM,35.62,-95.97
OKN,-0.665214,13.673133
OKO,35.748492,139.348483
OKP,-5.467,141.6
OKQ,-8.1,139.7
OKR,-9.733,143.4
OKS,41.4,-102.3
OKT,54.43,53.38
OKU,-22.57,17.1
OKV,-5.561,141
OKY,-27.411389,151.735278
OLA,63.698908,9.604003
OLB,40.898661,9.517628
OLD,44.95,-68.67
OLE,42.23,-78.37
OLF,48.08,-105.6
OLH,57.2,-153.3
OLI,65,-23.98
OLJ,-14.88,166.6
OLK,-21.05,-57.88
OLM,46.969406,-122.902544
OLN,-45.58,-69
OLO,49.42,17.33
OLP,-30.7,135
OLQ,-5.383,141.5
OLS,31.33,-110.9
OLU,41.448,-97.342639
OLV,34.97,-89.83
OLY,38.72,-88.08
OMA,41.303167,-95.894069
OMB,-1.574733,9.262694
OMC,11.05,124.6
OMD,-28.584722,16.446667
OME,64.512203,-165.445247
OMF,32.356353,36.259181
OMG,-18,22.07
OMH,37.668122,45.068703
OMI,30.83,49.53
OMJ,32.9,130
OMK,48.4,-119.5
OML,-6.183,145
OMM,22.9,57.52
OMN,18.15,76.1
OMO,43.2829,17.845878
OMR,47.025278,21.9025
OMS,54.967042,73.310514
OMY,13.82,105
ONA,36.2,127.1
ONB,-8.583,147.2
OND,-17.878214,15.9526
ONE,-9.167,161.1
ONG,-16.6625,139.178056
ONH,42.45,-75.12
ONI,-3.983,136.1
ONJ,40.19,140.4
ONL,42.45,-98.65
ONM,34.05,-106.9
ONN,58.23,-152.8
ONO,44.02,-117
ONP,44.58,-124.1
ONQ,41.52,32.1
ONR,-24.82,140.5
ONS,-21.67,115.1
ONT,34.056,-117.601194
ONU,-20.65,-178.7
ONX,9.367,-79.9
ONY,33.37,-98.75
OOA,41.28,-92.63
OOK,60.53,-165.1
OOL,-28.164444,153.504722
OOM,-36.25,149.1
OOR,-25.23,141
OOT,-1.867,175.6
OPA,66.42,-16.48
OPB,-4.933,151.7
OPF,25.9,-80.27
OPI,-12.325,133.005556
OPL,30.55,-92.1
OPO,41.248055,-8.681389
OPS,-12.08,-55.63
OPU,-8.033,142.9
OPW,-18.07,13.83
ORA,-23.152779,-64.32917
ORB,59.223733,15.037956
ORC,4.9,-71.33
ORD,41.978603,-87.904842
ORE,47.987778,1.760556
ORF,36.894611,-76.201222
ORG,5.483,-55.18
ORH,42.267338,-71.87571
ORI,57.88,-152.9
ORJ,4.717,-60.03
ORK,51.841269,-8.491111
ORL,28.53,-81.35
ORM,52.3,-0.7833
ORN,35.623858,-0.621183
ORO,15.12,-87.13
ORP,-21.13,25.65
ORQ,41.12,-73.42
ORR,-35.03,137.6
ORS,-18.63,146.5
ORT,62.961334,-141.929136
ORU,-17.95,-67.1
ORV,66.83,-161
ORW,25.2,64.63
ORX,-1.667,-55.83
ORY,48.725278,2.359444
ORZ,18.07,-88.55
OSA,34.78,135.4
OSB,38.15,-92.62
OSC,44.45,-83.38
OSD,63.18,14.5
OSE,-7.833,147.1
OSG,-2.917,141.3
OSH,43.984353,-88.557042
OSI,45.462667,18.810156
OSK,57.350453,16.497972
OSL,60.193917,11.100361
OSM,36.25,43.17
OSN,37.090617,127.029594
OSP,54.478889,17.1075
OSR,49.696292,18.111053
OSS,40.608989,72.793269
OST,51.198889,2.862222
OSU,40.079778,-83.073028
OSW,51.072506,58.595586
OSX,33.08,-89.55
OSY,64.47,11.6
OSZ,54.25,16.25
OTA,11.07,37.88
OTC,13.43,14.73
OTD,8.667,-79.58
OTG,43.65,-95.58
OTH,43.417103,-124.246019
OTI,2.045992,128.324708
OTJ,-20.42,16.65
OTK,42.42,-123.8
OTL,17.53,-14.72
OTM,41.106597,-92.447939
OTN,38.87,-87.43
OTO,35.07,-105.9
OTP,44.572161,26.102178
OTR,8.601556,-82.968614
OTS,48.5,-122.6
OTT,-9.899,-58.58
OTU,7.010369,-74.715497
OTV,-5.508,159.5
OTY,-6.583,155.7
OTZ,66.884678,-162.59855
OUA,12.353194,-1.512417
OUD,34.78715,-1.923986
OUE,1.615994,16.037917
OUG,13.57,-2.433
OUH,-33.6,22.18
OUI,20.25,100.4
OUK,60.15,-1.15
OUL,64.930061,25.354564
OUM,13.27,19.72
OUN,35.15,-97.47
OUR,4.467,14.35
OUS,-22.98,-49.87
OUT,10.48,16.72
OUU,-2.983,10.3
OUZ,20.53,-12.75
OVA,-24.23,45.3
OVB,55.012622,82.650656
OVD,43.563567,-6.034622
OVE,39.48,-121.6
OVG,-26.25,28.15
OVL,-30.4,-71.2
OVR,-36.89,-60.23
OVS,61.32,63.61
OWA,44.12,-93.25
OWB,37.740111,-87.166833
OWD,42.18,-71.18
OWE,0.2833,9.5
OWK,44.72,-69.8
OWZ,44.42,-80.38
OXB,11.89485,-15.653681
OXC,41.63,-73.05
OXD,39.5,-85.75
OXF,51.836944,-1.32
OXO,-28.13,141.5
OXR,34.2,-119.2
OXY,-25.37,141.5
OYA,-29.099472,-59.250583
OYE,1.543108,11.581361
OYG,3.65,31.72
OYK,3.867,-51.8
OYL,3.533,39.05
OYN,-32.07,142.3
OYO,-38.37,-60.25
OYP,4.667,-52.42
OYS,37.85,-119.6
OZA,30.7,-101.2
OZC,8.178508,123.841731
OZH,47.867003,35.315692
OZI,37.66,-4.1
OZP,37.174917,-5.615944
OZR,31.275675,-85.713383
OZU,37.6,-4.633
OZZ,30.939053,-6.909431
PAA,16.88,97.67
PAB,21.9884,82.110983
PAC,8.973339,-79.555583
PAD,51.614089,8.616317
PAE,47.906342,-122.281564
PAF,38.703861,-9.035916
PAG,7.827197,123.458294
PAH,37.060289,-88.772958
PAI,12.85,102.6
PAJ,33.9,70.08
PAK,21.92,-159.6
PAL,5.483611,-74.657361
PAM,30.069567,-85.575417
PAN,6.785458,101.153569
PAO,37.47,-122.1
PAP,18.58005,-72.292542
PAQ,61.594914,-149.088711
PAR,49.02,2.533
PAS,37.07,25.13
PAT,25.591317,85.087992
PAU,21.45,94.52
PAV,-9.400878,-38.250575
PAW,-10.58,151.1
PAX,19.93,-72.83
PAY,6,117.4
PAZ,20.602671,-97.460839
PBA,71.33,-156.6
PBB,-2.893747,-41.731961
PBC,19.158144,-98.371447
PBD,21.648675,69.657219
PBE,6.483,-74.48
PBF,34.18,-91.93
PBG,44.65,-73.47
PBH,27.403192,89.424606
PBI,26.683161,-80.095589
PBJ,-16.43,168.2
PBK,57.4,-134.3
PBL,10.4805,-68.073025
PBM,5.452831,-55.187783
PBN,-10.721956,13.765528
PBO,-23.171111,117.745278
PBP,10.42,-85.17
PBQ,-11.63,-61.17
PBR,15.730878,-88.583767
PBS,7.883,98.28
PBT,-0.3433,-58.03
PBU,27.329922,97.426269
