ICAO;IATA;Name;Country
MHPL;PEU;PUERTO LEMPIRA;HN
MHPU;;;
MHRO;RTB;JUAN MANUEL GALVEZ-ROATAN;HN
MHRU;;;
MHSC;ENQ;CORONEL ENRIQUE SOTO CANO AB;HN
MHSP;;;
MHSR;SDH;Santa Rosa De Copan Airport;HN
MHSZ;;;
MHTE;TEA;TELA;HN
MHTG;TGU;TONCONTIN INTL;HN
MHTJ;TJI;TRUJILLO;HN
MHUT;;;
MHYR;ORO;Yoro;HN
MKBS;OCJ;OCHO RIOS / BOSCOBEL;JM
MKJP;KIN;KINGSTON / NORMAN MANLEY INTL;JM
MKJS;MBJ;MONTEGO BAY / SANGSTER INTL;JM
MKKJ;POT;PORT ANTONIO / KEN JONES;JM
MKNG;NEG;NEGRIL;JM
MKTP;KTP;KINGSTON / TINSON PEN;JM
MMAA;ACA;GRAL. JUAN N. ALVAREZ;MX
MMAG;AZG;PABLO L SIDAR;MX
MMAL;AGG;AGUALEGUAS;PG
MMAN;NTR;INTERNACIONAL DEL NORTE;MX
MMAS;AGU;JESUS TERAN;MX
MMBT;HUX;BAHIAS DE HUATULCO;MX
MMCA;CNA;CANANEA;MX
MMCB;CVJ;GENERAL MARIANO MATAMOROS;MX
MMCC;ACN;CIUDAD ACUNA;MX
MMCE;CME;CIUDAD DEL CARMEN;MX
MMCG;NCG;NUEVO CASAS GRANDES;MX
MMCH;;;
MMCL;CUL;CULIACAN;MX
MMCM;CTM;CHETUMAL;MX
MMCN;CEN;CIUDAD OBREGON;MX
MMCO;CJT;Copalar Airport ;MX
MMCP;CPE;INGENIERO ALBERTO ACUNA ONGAY;MX
MMCS;CJS;ABRAHAM GONZALEZ;MX
MMCT;CZA;CHICHEN-ITZA;MX
MMCU;CUU;GENERAL DE DIVISION P.A. ROBERTO FIERRO VILLALOBOS;MX
MMCV;CVM;GRAL.PEDRO JOSE MENDEZ INTL. AP.;MX
MMCY;CYW;CELAYA;MX
MMCZ;CZM;COZUMEL;MX
MMDA;CUA;CD. CONSTITUCION;MX
MMDM;MMC;CUAUHTEMOC;MX
MMDO;DGO;DURANGO;MX
MMEP;TPQ;TEPIC;MX
MMES;ESE;ENSENADA;MX
MMGL;GDL;DON MIGUEL HIDALGO Y COSTILLA;MX
MMGM;GYM;GENERAL JOSE MA. YANEZ;MX
MMGR;GUB;GUERRERO NEGRO;MX
MMHC;TCN;TEHUACAN;MX
MMHO;HMO;GENERAL IGNACIO PESQUEIRA GARCIA;MX
MMIA;CLQ;COLIMA;MX
MMIM;;ISLA MUJERES;
MMIO;SLW;PLAN DE GUADALUPE;MX
MMIT;;;
MMJA;JAL;LENCERO;MX
MMJC;;ATIZAPAN DE ZARAGOZA;
MMLC;LZC;LAZARO CARDENAS;MX
MMLM;LMM;LOS MOCHIS;MX
MMLO;BJX;DE GUANAJUATO;MX
MMLP;LAP;GENERAL MANUEL MARQUEZ DE LEON;MX
MMLT;LTO;LORETO;MX
MMMA;MAM;GENERAL SERVANDO CANALES;MX
MMMD;MID;LIC. MANUEL CRESENCIO REJON;MX
MMML;MXL;GRAL. RODOLFO SANCHEZ TABOADA;MX
MMMM;MLM;GENERAL FRANCISCO J. MUJICA;MX
MMMT;MTT;MINATITLAN;MX
MMMV;LOV;VENUSTIANO CARRANZA;MX
MMMX;MEX;LICENCIADO BENITO JUAREZ;MX
MMMY;MTY;GENERAL. MARIANO ESCOBEDO;MX
MMMZ;MZT;GENERAL RAFAEL BUELNA;MX
MMNG;NOG;NOGALES;MX
MMNL;NLD;QUETZALCOATL;MX
MMNU;;;
MMOX;OAX;XOXOCOTLAN;MX
MMPA;PAZ;TAJIN;MX
MMPB;PBC;HERMANOS SERDAN;MX
MMPC;;INGENIERO JUAN GUILLERMO VILLASANA;
MMPE;;PUERTO PENASCO;
MMPG;PDS;PIEDRAS NEGRAS;MX
MMPL;PCO;PUNTA COLORADA;MX
MMPN;UPN;LICENCIADO Y GENERAL IGNACIO LOPEZ RAYON;MX
MMPO;PNO;PINOTEPA NACIONAL;MX
MMPP;;PUNTA PESCADERO;
MMPQ;PQM;PALENQUE;MX
MMPR;PVR;LICENCIADO GUSTAVO DIAZ ORDAZ;MX
MMPS;PXM;PUERTO ESCONDIDO;MX
MMPT;;PUERTO CORTES;
MMQT;QRO;ING.FERNANDO ESPINOZA GUTIERREZ;MX
MMRX;REX;GENERAL LUCIO BLANCO;MX
MMSC;;SAN CRISTOBAL DE LAS CASAS;
MMSD;SJD;LOS CABOS;MX
MMSF;SFH;SAN FELIPE;MX
MMSG;;SANTIAGO;
MMSK;;SAN LUCAS;
MMSL;;CABO SAN LUCAS, B.C.S.;
MMSM;;;
MMSP;SLP;PONCIANO ARRIAGA;MX
MMTA;;;
MMTB;;GRAL. DIV. P. A. ANGEL H. CORZO MOLINA;
MMTC;TRC;TORREON;MX
MMTG;TGZ;ANGEL ALBINO CORZO;MX
MMTJ;TIJ;GENERAL ABELARDO L. RODRIGUEZ;MX
MMTL;;;MX
MMTM;TAM;GENERAL FRANCISCO JAVIER MINA;MX
MMTN;TSL;TAMUIN;MX
MMTO;TLC;LICENCIADO ADOLFO LOPEZ MATEOS;MX
MMTP;TAP;TAPACHULA;MX
MMTQ;;;
MMTU;TUY;TULUM;MX
MMTX;;;
MMUN;CUN;CANCUN;MX
MMVA;VSA;C. P. A. CARLOS ROVIROSA;MX
MMVR;VER;GENERAL HERIBERTO JARA;MX
MMZC;ZCL;GENERAL LEOBARDO C. RUIZ;MX
MMZH;ZIH;IXTAPA ZIHUATANEJO;MX
MMZM;ZMM;ZAMORA;MX
MMZO;ZLO;PLAYA DE ORO;MX
MMZP;;;MX
MNBL;BEF;BLUEFIELDS;NI
MNBR;;LOS BRASILES;
MNBZ;BZA;BONANZA;NI
MNCH;;CHINANDEGA;NI
MNCI;RNI;CORN ISLAND;NI
MNFC;;PANCHITO;
MNJG;;;NI
MNJU;;;NI
MNLN;;FANOR URROZ;
MNMG;MGA;MANAGUA INTL;NI
MNMR;;MONTELIMAR;
MNNG;;N. GUINEA;
MNPC;PUZ;PUERTO CABEZAS;NI
MNRS;;;NI
MNRT;RFS;ROSITA;NI
MNSC;;BONANZA;
MNSI;SIU;SIUNA;NI
MNWP;WSP;WASPAN;NI
MPBO;BOC;BOCAS DEL TORO INTL;PA
MPCE;;ALONSO VALDERRAMA;
MPCF;;;
MPCH;CHX;CAP. MANUEL NINO INTL;PA
MPDA;DAV;ENRIQUE MALEK INTL;PA
MPEJ;ONX;ENRIQUE ADOLFO JIMENEZ;PA
MPFS;;;PA
MPHO;HOW;HOWARD INTL;PA
MPJE;JQE;JAQUE;PA
MPLB;;;PA
MPLP;PLP;La Palma, Panama - Captain Ramon Xatruch;PA
MPMG;PAC;MARCOS A. GELABERT INTL;PA
MPNU;;;PA
MPOA;PUE;PUERTO OBALDIA;PA
MPSA;SYP;RUBEN CANTU;PA
MPTO;PTY;TOCUMEN INTL;PA
MPVR;PVE;EL PORVENIR;PA
MPWN;;;
MRAD;;Aerodamas, Costa Rica;CR
MRAJ;;ARANJUEZ;
MRAM;;Amubri Airport;CR
MRAN;FON;ARENAL;CR
MRAO; ;AEROTORTUGUERO;
MRAR;;;
MRAT;;;
MRBA;BAI;BUENOS AIRES;CR
MRBB;;;
MRBC;BCL;BARRA DEL COLORADO;CR
MRBM;;BREMEN;
MRBN;;Bataan, Costa Rica;CR
MRBO;;;
MRBP;;BARRA DE PARISMINA;
MRBT;TTQ;BARRA DE TORTUGUERO;CR
MRCA;;CODELA;
MRCC;OTR;COTO 47;CR
MRCE;;Carate, Costa Rica;CR
MRCH;;CHACARITA;CR
MRCI;;CIRUELAS;
MRCL;;COYOLAR;
MRCO;;EL CERRITO;
MRCR;RIK;CARRILLO;CR
MRCT;;CATSA;
MRCV;;CABO VELAS;
MRCZ;;;
MRDC;;DUACARI 2;
MRDD;;DON DIEGO;
MRDK;DRK;DRAKE;
MRDM;;DOS MARIAS;
MRDO;;DIECIOCHO;
MREA;;;
MREC;;EL CARMEN DE SIQUIRRES;
MRED;;EL DESCANSO DE POCO SOL;
MREO;;EL CEIBO;
MRET;;;
MRFD;;FINCA DELICIAS;
MRFI;;FINCA 10/NUEVO PALMAR SUR;
MRFP;;FRUTEX-PITAL;
MRFS;;FINCA 63/COTO 63;
MRGF;GLF;Golfito, Costa Rica;CR
MRGP;GPL;GUAPILES;CR
MRGT;;GUATUSO;
MRHB;;HELIBANCOSTA;
MRHG;;HACIENDA RANCHO GRANDE;
MRHH;;HACIENDA HOMUHA;
MRHJ;;;
MRHO;;HACIENDA RIO;
MRHP;;HACIENDA LA PACIFICA;
MRHS;;HACIENDA LA SUERTE;
MRIA;PBP;ISLITA;CR
MRIS;;LAS ISLAS;
MRJO;;JACO;
MRLA;;LA ZAMPONA;
MRLB;LIR;DANIEL ODUBER QUIROS INTL;CR
MRLC;LSL;LOS CHILES;CR
MRLE;;LAUREL;
MRLF;;LA FLOR;
MRLG;;La Garroba, Costa Rica;CR
MRLI;;LA LIGIA;
MRLJ;;LA JAVILLA;
MRLL;;LAS LOMAS;
MRLM;LIO;Limon International Airport - Costa Rica;CR
MRLN;;LA GUINEA;
MRLO;;LA LOMA;
MRLP;;LAS PIEDRAS;
MRLR;;LA ROCA;
MRLS;;LA VICTORIA DE SARAPIQUI;
MRLT;;;
MRLU;;;
MRLV;;LA CUEVA;
MRLY;;LA YOLANDA;
MRLZ;;LA ZOPILOTA;
MRMA;;MONTEALTO;
MRMC;;MURCIELAGO;
MRMJ;;MOJICA;
MRML;;;
MRMR;;;
MRNC;NCT;NICOYA;CR
MRNJ;;;
MRNS;NOB;NOSARA;CR
MROC;SJO;JUAN SANTAMARIA INTL;CR
MRPA;;PALO ARCO;
MRPB;;PLAYA BLANCA/J.W. BERTEUS;
MRPC;;PASO CANOAS;
MRPD;;PANDORA;
MRPE;;;
MRPH;;;
MRPI;;;
MRPJ;PJM;PUERTO JIMENEZ;CR
MRPL;;;
MRPM;PMZ;PALMAR SUR;CR
MRPN;;PELON NUEVO;
MRPO;;PUNTA BANCO;
MRPP;;PLAYA PAJAROS;
MRPQ;;;
MRPS;;PENAS BLANCAS;
MRPT;;AGROPECUARIA PLAYA CALETAS;
MRPV;SYQ;TOBIAS BOLANOS INTL;CR
MRPY;;PLAYA BALLENA;
MRQA;;QUEBRADA AZUL;
MRQP;XQP;Quepos Managua, Costa Rica;CR
MRRF;RFR;RIO FRIO;CR
MRRH;;RANCHO HUMO;
MRRM;;MONTE REINA;
MRRN;;RANCHO NUEVO;
MRRX;;ROXANA FARMS;
MRSA;;SAN ALBERTO;
MRSB;;SAN CRISTOBAL;
MRSE;;HELIPUERTO SAN JOSE;
MRSF;;SANTA FE;
MRSG;;SANTA CLARA DE GUAPILES;
MRSH;;SHIROLES;
MRSI;;SAN ISIDRO DEL GENERAL;
MRSJ;;;
MRSL;;;
MRSM;;SANTA MARTA;
MRSN;;SIRENA;
MRSO;;SANTA MARIA DE GUACIMO;
MRSP;;;
MRSQ;;;
MRSR;;;
MRSS;;;
MRST;;SAN AGUSTIN;
MRSV;TOO;SAN VITO DE JAVA;CR
MRSX;;SIXAOLA;
MRTB;;TICABAN;
MRTG;;TABOGA;
MRTL;;;
MRTM;TNO;Tamarindo ;CR
MRTR;TMU;TAMBOR;CR
MRUP;UPL;Upala, Costa Rica;CR
MSAC;;;SV
MSLP;SAL;EL SALVADOR INTL;SV
MSSA;;;SV
MSSM;;;SV
MSSS; ;ILOPANGO INTL;SV
MTCA;;;
MTCH;CAP;CAP-HAITIEN/INTERNATIONAL;HT
MTJA;;;
MTJE;;;
MTPP;PAP;PORT-AU-PRINCE/INTERNATIONAL;HT
MTPX;;;
MUAN;;;
MUAR;;ARTEMISA/MARAVILLAS ROJAS;
MUAT;;;
MUBA;BCA;Baracoa, Cuba - Gustavo Rizo;CU
MUBE;;;
MUBN;;;
MUBR;;CAYO LAS BRUJAS/LAS BRUJAS;
MUBY;BYM;BAYAMO/CARLOS MANUEL DE CESPEDES;CU
MUCA;AVI;CIEGO DE AVILA/MAXIMO GOMEZ;CU
MUCB;;;
MUCC;CCC;CAYO COCO/JARDINES DEL REY;CU
MUCD;;;
MUCF;CFG;Jaime Gonzalez Airport - Cienfuegos ;CU
MUCK;;;
MUCL;CYO;CAYO LARGO DEL SUR/VILO ACUNA INTL;CU
MUCM;CMW;CAMAGUEY/IGNACIO AGRAMONTE INTL;CU
MUCO;;;
MUCU;SCU;SANTIAGO DE CUBA/ANTONIO MACEO INTL;CU
MUCV;;;
MUCY;;;
MUFL;;;
MUGM;;;CU
MUGN;;;
MUGT;GAO;GUANTANAMO/MARIANA GRAJALES;CU
MUGV;;GUARDALAVACA;
MUHA;HAV;HABANA/JOSE MARTI INTL;CU
MUHG;HOG;HOLGUIN/FRANK PAIS INTL;CU
MUJA;;;
MUKW;;VARADERO/KAWAMA;
MULB;;;
MULD;;;
MULH;;;
MULI;;;
MULL;;;
MULM;LCL;PINAR DEL RIO/LA COLOMA;CU
MUMA;;;
MUMG;;;
MUMH;;;
MUMI;;;
MUMJ;;;
MUML;;;
MUMO;MOA;MOA/ORESTES ACOSTA;CU
MUMP;;;
MUMZ;MZO;MANZANILLO/SIERRA MAESTRA;CU
MUNA;;;
MUNB;;;
MUNC;;;
MUNG;GER;NUEVA GERONA/RAFAEL CABRERA;CU
MUNV;;;
MUOC;;;
MUPA;;;
MUPB;;La Habana, Cuba - Playa Baracoa - Military;CU
MUPL;;;
MUPO;;;
MUPP;;;
MUPR;;;CU
MURA;;;
MURO;;;
MUSA;;;
MUSC;SNU;SANTA CLARA/ABEL SANTAMARIA;CU
MUSE;;;
MUSF;;;
MUSG;;;
MUSJ;;;
MUSL;;SANTA LUCIA/JOAQUIN DE AGUERO;
MUSN;SZJ;ISLA DE LA JUVENTUD/SIGUANEA;CU
MUSO;;;
MUSR;;;
MUSS;;;
MUTA;;;
MUTD;TND;TRINIDAD/ALBERTO DELGADO;CU
MUVL;;;
MUVP;;;
MUVR;VRA;VARADERO/JUAN GUALBERTO GOMEZ INTL;CU
MUVT;VTU;LAS TUNAS/HERMANOS AMEIJEIRAS;CU
MUZG;;;
MWCB;CYB;GERRARD-SMITH/ INTL;KY
MWCL;;;
MWCR;GCM;OWEN ROBERTS / INTL;KY
MWDL;LYB;Little Cayman ;KY
MYAB;;CLARENCE A. BAIN;
MYAF;ASD;FRESH CREEK;BS
MYAG;;;
MYAK;COX;CONGO TOWN;BS
MYAM;MHH;MARSH HARBOUR;BS
MYAN;SAQ;SAN ANDROS;BS
MYAO;;MOORE'S ISLAND;
MYAP;AXP;SPRING POINT;BS
MYAS;;SANDY POINT;
MYAT;TCB;TREASURE CAY;BS
MYAW;WKR;WALKER'S CAY;BS
MYAX;;SPANISH CAY;
MYBC;CCZ;CHUB CAY;BS
MYBG;GHC;GREAT HARBOUR CAY;BS
MYBO;;;
MYBS;BIM;SOUTH BIMINI;BS
MYBT;;;
MYBW;;;
MYBX;;;
MYCA;ATC;ARTHUR'S TOWN;BS
MYCB;CAT;NEW BIGHT;BS
MYCH;;;
MYCI;CRI;COLONEL HILL;BS
MYCP;;;
MYCS;;;
MYCX;;CUTLASS BAY;
MYEB;;BLACK POINT;
MYEC;;;
MYEF;;EXUMA INTERNATIONAL;
MYEG;GGT;GEORGE TOWN;BS
MYEH;ELH;NORTH ELEUTHERA;BS
MYEL;;;
MYEM;GHB;GOVERNOR'S HARBOUR;BS
MYEN;NMC;NORMAN'S CAY;BS
MYER;RSD;ROCK SOUND;BS
MYES;TYM;STANIEL CAY;BS
MYEY;;;
MYGD;;;
MYGF;FPO;GRAND BAHAMA INTL;BS
MYGM;;;
MYGW;;;BS
MYIG;IGA;MATTHEW TOWN;BS
MYLD;LGI;DEADMAN'S CAY;BS
MYLR;;;
MYLS;SML;STELLA MARIS;BS
MYMM;MYG;MAYAGUANA;BS
MYNN;NAS;LYNDEN PINDLING INTL;BS
MYPI;PID;Paradise Island ;BS
MYRD;DCT;DUNCAN TOWN;BS
MYRP;;NEW PORT NELSON;
MYSM;ZSA;SAN SALVADOR;BS
MZBZ;BZE;PHILIP S W GOLDSON;BZ
n/na;ZMS;S.M. Novella Railway Service;IT
NCAI;AIT;AITUTAKI;CK
NCAT;AIU;ATIU;CK
NCMG;MGS;MANGAIA/AUAU;CK
NCMH;MHX;Manihiki Island Airport - Manihiki (Humphrey Island) ;CK
NCMK;MUK;MAUKE;CK
NCMN;;;
NCMR;;;
NCNS;;;
NCPK;;;
NCPM;;;
NCPY;PYE;PENRHYN;CK
NCRG;RAR;AVARUA/RAROTONGA INTL;CK
NCRK;;;
NCSW;;;
NEXC;;;US
NFBC;;;FJ
NFBG;;;FJ
NFCI;ICI;Cicia ;FJ
NFCN;;;FJ
NFCS;CST;Castaway;FJ
NFFA;BFJ;Ba Airport;FJ
NFFF;;;FJ
NFFN;NAN;NADI INTL;FJ
NFFO;PTF;Malololailai;FJ
NFFR;RBI;Rabi Airport;FJ
NFHO;;;FJ
NFKB;;;FJ
NFKD;;;FJ
NFMA;;;FJ
NFMO;MFJ;Moala ;FJ
NFNA;SUV;NAUSORI INTL;FJ
NFNB;LEV;Levuka Airfield ;FJ
NFND;;;FJ
NFNG;NGI;Ngau;FJ
NFNH;;;FJ
NFNK;LKB;Lakeba;FJ
NFNL;LBS;LABASA;FJ
NFNM;TVU;MATEI;FJ
NFNO;KXF;Koro;FJ
NFNR;RTA;ROTUMA;FJ
NFNS;SVU;SAVUSAVU;FJ
NFNT;;;FJ
NFNU;BVF;Dama Airport;FJ
NFNV;VAU;Vatukoula Airport;FJ
NFNW;KAY;Wakaya Island Airport;FJ
NFOF;;;FJ
NFOL;ONU;Ono I Lau Airport;FJ
NFRS;;;FJ
NFSU;;;FJ
NFSW;YAS;Yasawa Island Airport;FJ
NFTE;EUA;EUA;TO
NFTF;TBU;FUA'AMOTU;TO
NFTL;HPA;HAAPAI/LIFUKA;TO
NFTN;;;
NFTO;NFO;NIUAFO'OU;TO
NFTP;NTT;NIUATOPUTAPU;TO
NFTV;VAV;VAVA'U;TO
NFUL;;;FJ
NFVB;VBV;Vanuabalavu ;FJ
NFVL;VTF;Vatulele;FJ
NGAB;ABF;Abaiang Airport;KI
NGBR;BEZ;Beru;KI
NGFO;;;TV
NGFU;FUN;FONGAFALE/FUNAFUTI INTL;TV
NGKT;;;
NGMA;;;
NGMK;;;
NGMN;;;
NGNU;;;
NGON;;;
NGTA;TRW;TARAWA/BONRIKI INTL;KI
NGTB;AEA;Abemama ;KI
NGTE;TBF;TABITEUEA NORTH;KI
NGTM;;;
NGTO;;;
NGTR;AIS;Arorae Island ;KI
NGTS;;;
NGTU;BBG;Butaritari;KI
NGUK;AAK;Aranuka Airport;KI
NIUE;IUE;Niue Hanan International Airport - Alofi ;NU
NLWF;FUT;Futuna - Pointe Vele Airport (Maopoop Airport) - Futuna Island ;WF
NLWW;WLS;Hihifo Airport - Wallis Island ;WF
NSAP;;;WS
NSAS;OFU;Ofu Village;AS
NSAU;AAU;ASAU;WS
NSFA;APW;FALEOLO;WS
NSFI;;FAGALI'I;
NSFQ;FAQ;Freida River Airport;PG
NSMA;MXS;MAOTA;WS
NSMU;NUX;Novy Urengoy;RU
NSTU;PPG;PAGO PAGO INTL;AS
NTAA;PPT;TAHITI FAA'A;PF
NTAM;;RIMATARA;
NTAR;RUR;RURUTU;PF
NTAT;TUB;TUBUAI MATAURA;PF
NTAV;RVV;RAIVAVAE;PF
NTGA;AAA;ANAA;PF
NTGB;FGU;FANGATAU;PF
NTGC;TIH;TIKEHAU;PF
NTGD;APK;APATAKI;PF
NTGE;REA;REAO;PF
NTGF;FAV;FAKARAVA;PF
NTGG;;;
NTGH;HHZ;HIKUERU;PF
NTGI;XMH;MANIHI;PF
NTGJ;;TOTEGEGIE;PF
NTGK;KKR;KAUKURA;PF
NTGM;MKP;MAKEMO;PF
NTGN;NAU;NAPUKA;PF
NTGO;TKV;TATAKOTO;PF
NTGP;PKP;PUKA PUKA;PF
NTGQ;PUK;PUKARUA;PF
NTGR; ;ARATIKA PERLES;PF
NTGT;TKP;TAKAPOTO;PF
NTGU;AXR;ARUTUA;PF
NTGV;MVT;MATAIVA;PF
NTGW;NUK;NUKUTAVAKE;PF
NTGY;ZTA;TUREIA;PF
NTHE;AHE;AHE;PF
NTKA;KHZ;KAUEHI;PF
NTKF;FAC;FAAITE;PF
NTKH;FHZ;FAKAHINA;PF
NTKK;;ARATIKA NORD;
NTKM;TJN;TAKUME;PF
NTKN;;NIAU;
NTKO;;RAROIA;
NTKR;TKX;TAKAROA;PF
NTKT;KXU;KATIU;PF
NTMD;NHV;NUKU HIVA;PF
NTMN;HIX;HIVA OA ATUONA;PF
NTMP;UAP;UA POU;PF
NTMU;UAH;UA HUKA;PF
NTTB;BOB;BORA BORA MOTU MUTE;PF
NTTE;TTI;TETIAROA;PF
NTTG;RGI;RANGIROA;PF
NTTH;HUH;HUAHINE FARE;PF
NTTM;MOZ;MOOREA TEMAE;PF
NTTO;HOI;HAO;PF
NTTP;MAU;MAUPITI;PF
NTTR;RFP;RAIATEA UTUROA;PF
NTTU;;;PF
NTTX;;;PF
NTUV;VHZ;VAHITAHI;PF
NVSA;;;
NVSC;;;VU
NVSD;;;
NVSE;EAE;Emae;VU
NVSF;;;
NVSG;;;
NVSH;;;
NVSI;;;
NVSL;;;VU
NVSM;;;
NVSN;;;
NVSO;;;
NVSP;;;
NVSQ;;;
NVSR;;;
NVSS;SON;SANTO PEKOA INTL;VU
NVST;;;
NVSU;;;
NVSV;;;
NVSW;;;
NVSX;;;
NVSZ;;;
NVVA;AUY;Aneityum;VU
NVVB;AWD;Aniwa ;VU
NVVD;;;
NVVF;;;
NVVI;;;
NVVJ;;;
NVVK;;;
NVVQ;;;
NVVV;VLI;PORT VILA;VU
NVVW;TAH;TANNA / WHITEGRASS;VU
NWWA;TGJ;TIGA;NC
NWWB;;BOURAIL POE;
NWWC;BMY;ILLE ART WALA;NC
NWWD;KNQ;KONE;NC
NWWE;ILP;ILE DES PINS MOUE;NC
NWWF;;;
NWWH;;;
NWWK;KOC;KOUMAC;NC
NWWL;LIF;LIFOU OUANAHAM;NC
NWWM;GEA;NOUMEA MAGENTA;NC
NWWN;;;NC
NWWO;;;
NWWP;PUV;POUM MALABOU;NC
NWWQ;;;
NWWR;MEE;MARE LA ROCHE;NC
NWWS;;;
NWWT;;LA FOA OUA TOM;
NWWU;TOU;TOUHO;NC
NWWV;UVE;Ouloup Airport - Ouvea;NC
NWWW;NOU;NOUMEA LA TONTOUTA;NC
NWWX;;CANALA;
NWWY;;;
NZAA;AKL;AUCKLAND INTL;NZ
NZAE;;;
NZAG;;;
NZAH;;;
NZAL;;;
NZAN;;;
NZAP;TUO;TAUPO;NZ
NZAR;AMZ;ARDMORE;NZ
NZAS;ASG;ASHBURTON;NZ
NZBA;;;
NZBC;;;
NZBE;;;
NZBM;;;NZ
NZBO;;;
NZBU;;;
NZCB;;;
NZCC;;;
NZCH;CHC;CHRISTCHURCH INTL;NZ
NZCI;CHT;CHATHAM ISLANDS;NZ
NZCM;;;AQ
NZCS;;;
NZCU;;;
NZCX;CMV;Coromandel Airport;NZ
NZDA;;;NZ
NZDC;;;
NZDF;;;
NZDI;;;
NZDN;DUD;DUNEDIN;NZ
NZDV;;;
NZES;;;
NZFF;;;
NZFH;FGL;Fox Glacier Airport;NZ
NZFI;;;
NZFP;;;
NZFR;;;
NZFY;;Ferry;NZ
NZGA;;;
NZGB;GBZ;GREAT BARRIER;NZ
NZGC;;;
NZGG;;;
NZGH;;;
NZGI;;;
NZGM;GMN;GREYMOUTH;NZ
NZGR;;GREAT MERCURY ISLAND;
NZGS;GIS;GISBORNE;NZ
NZGT;GTN;GLENTANNER;NZ
NZGY;;;
NZHA;;HAWERA;
NZHB;;;
NZHD;;;
NZHE;;NORTH SHORE;
NZHK;HKK;HOKITIKA;NZ
NZHL;;;
NZHN;HLZ;Hamilton, New Zealand;NZ
NZHS;;HASTINGS;
NZIR;;MCMURDO STATION ICE RUNWAY;
NZJE;DGR;DARGAVILLE HOSPITAL;NZ
NZJI;;BAY OF ISLANDS HOSPITAL;
NZJK;;KAITAIA HOSPITAL HP;
NZJT;;TAUMARUNUI HOSPITAL;
NZJW;;RAWENE HOSPITAL;
NZKB;;;
NZKE;;;
NZKF;;;
NZKI;KBZ;KAIKOURA;NZ
NZKK;KKE;KERIKERI;NZ
NZKL;;;
NZKM;;;
NZKO;KKO;Kaikohe Airport;NZ
NZKS;;;
NZKT;KAT;KAITAIA;NZ
NZKU;;KUPE HELIPORT;
NZKY;;;
NZLD;;;
NZLE;;;
NZLR;;;
NZLT;;;
NZLX;ALR;ALEXANDRA;NZ
NZMA;MTA;Matamata Airport;NZ
NZMB;;MECHANICS BAY;
NZMC;MON;MOUNT COOK;NZ
NZME;;;
NZMF;MFN;Milford Sound Airport;NZ
NZMG;;MANGONUI;
NZMH;;;
NZMI;;;
NZMJ;;;
NZMK;MZP;MOTUEKA;NZ
NZML;;;
NZMO;TEU;MANAPOURI;NZ
NZMQ;;OAONUI;
NZMR;;;
NZMS;MRO;MASTERTON;NZ
NZMT;;;
NZMU;;;
NZMW;;;
NZMX;;;
NZMY;;;
NZMZ;;;
NZND;;;
NZNE;;;
NZNH;;;
NZNL;;;
NZNP;NPL;NEW PLYMOUTH;NZ
NZNR;NPE;NAPIER;NZ
NZNS;NSN;NELSON;NZ
NZNV;IVC;INVERCARGILL;NZ
NZNY;;;
NZOA;;;
NZOD;;;
NZOH;OHA;OHAKEA;NZ
NZOI;;;
NZOM;;;
NZOP;;;
NZOR;;;
NZOT;;;
NZOU;OAM;OAMARU;NZ
NZOX;;;
NZPA;;PAIHIA;
NZPG;;MCMURDO STATION PEGASUS FIELD;
NZPH;;;
NZPK;;;
NZPM;PMR;PALMERSTON NORTH;NZ
NZPN;PCN;PICTON;NZ
NZPO;;;
NZPP;PPQ;PARAPARAUMU;NZ
NZPR;;;
NZPT;;;
NZPW;;;
NZQN;ZQN;Queenstown, New Zealand;NZ
NZQW;;;
NZRA;RAG;Raglan Airport;NZ
NZRC;;RYANS CREEK;
NZRD;;;
NZRK;;;
NZRN;;;NZ
NZRO;ROT;ROTORUA;NZ
NZRT;;;
NZRU;;WAIOURU;
NZRV;;;
NZRW;;;
NZRX;;;
NZRY;;;
NZSD;;;
NZSH;;;
NZSJ;;;
NZSL;;;
NZSO;;;
NZSP;STF;SOUTH POLE STATION;AU
NZSW;;;
NZSY;;;
NZTA;;;
NZTE;;;
NZTG;TRG;TAURANGA;NZ
NZTH;TMZ;THAMES;NZ
NZTI;;TAIERI;
NZTK;KTF;Takaka Airport;NZ
NZTL;;;
NZTM;;;
NZTN;;;
NZTO;TKZ;TOKOROA;NZ
NZTR;;;
NZTS;THH;Taharoa Airport;NZ
NZTT;;TE KUITI;
NZTU;TIU;TIMARU;NZ
NZTX;;;
NZTY;;;
NZTZ;;;NZ
NZUA;;MAUI A;
NZUB;;MAUI B;
NZUK;TWZ;PUKAKI;NZ
NZUN;;;
NZVL;;;
NZVR;;;
NZWA;;;
NZWB; ;WOODBOURNE;
NZWC;;;
NZWD;;MCMURDO STATION;
NZWF;WKA;WANAKA;NZ
NZWG;;WIGRAM;
NZWI;;;
NZWJ;;WELLSFORD;
NZWK;WHK;WHAKATANE;NZ
NZWL;;;
NZWM;;;
NZWN;WLG;WELLINGTON INTL;NZ
NZWO;WIR;WAIROA;NZ
NZWP;;WHENUAPAI;NZ
NZWR;WRE;WHANGAREI;NZ
NZWS;WSZ;WESTPORT;NZ
NZWT;WTZ;WHITIANGA;NZ
NZWU;WAG;WANGANUI;NZ
NZWV;;;
NZYK;;;
NZYP;;;
